sous_dossier,fichier,k_value,taille_matrice,nan_avant,nan_après
8,matrix_edge_241_15000.csv,13,342×221,25026,224
8,matrix_edge_241_15000.csv,14,342×221,25026,134
8,matrix_edge_241_15000.csv,15,342×221,25026,160
8,matrix_edge_241_15000.csv,16,342×221,25026,194
8,matrix_edge_241_15000.csv,17,342×221,25026,125
8,matrix_edge_241_15000.csv,18,342×221,25026,148
8,matrix_edge_241_15000.csv,19,342×221,25026,213
8,matrix_edge_241_15000.csv,20,342×221,25026,150
8,matrix_edge_241_15000.csv,21,342×221,25026,228
8,matrix_edge_241_15000.csv,22,342×221,25026,262
8,matrix_edge_241_15000.csv,23,342×221,25026,315
8,matrix_edge_241_15000.csv,24,342×221,25026,260
8,matrix_edge_241_15000.csv,25,342×221,25026,348
8,matrix_edge_247_185000.csv,5,382×283,35530,383
8,matrix_edge_247_185000.csv,6,382×283,35530,526
8,matrix_edge_247_185000.csv,7,382×283,35530,161
8,matrix_edge_247_185000.csv,8,382×283,35530,217
8,matrix_edge_247_185000.csv,9,382×283,35530,276
8,matrix_edge_247_185000.csv,10,382×283,35530,131
8,matrix_edge_247_185000.csv,11,382×283,35530,169
8,matrix_edge_247_185000.csv,12,382×283,35530,201
8,matrix_edge_247_185000.csv,13,382×283,35530,261
8,matrix_edge_247_185000.csv,14,382×283,35530,157
8,matrix_edge_247_185000.csv,15,382×283,35530,183
8,matrix_edge_247_185000.csv,16,382×283,35530,216
8,matrix_edge_247_185000.csv,17,382×283,35530,148
8,matrix_edge_247_185000.csv,18,382×283,35530,180
8,matrix_edge_247_185000.csv,19,382×283,35530,227
8,matrix_edge_247_185000.csv,20,382×283,35530,168
8,matrix_edge_247_185000.csv,21,382×283,35530,214
8,matrix_edge_247_185000.csv,22,382×283,35530,288
8,matrix_edge_247_185000.csv,23,382×283,35530,405
8,matrix_edge_247_185000.csv,24,382×283,35530,377
8,matrix_edge_247_185000.csv,25,382×283,35530,454
8,matrix_edge_17_220000.csv,5,52×187,3276,21
8,matrix_edge_17_220000.csv,6,52×187,3276,30
8,matrix_edge_17_220000.csv,7,52×187,3276,0
8,matrix_edge_17_220000.csv,8,52×187,3276,0
8,matrix_edge_17_220000.csv,9,52×187,3276,1
8,matrix_edge_17_220000.csv,10,52×187,3276,0
8,matrix_edge_17_220000.csv,11,52×187,3276,0
8,matrix_edge_17_220000.csv,12,52×187,3276,0
8,matrix_edge_17_220000.csv,13,52×187,3276,0
8,matrix_edge_17_220000.csv,14,52×187,3276,0
8,matrix_edge_17_220000.csv,15,52×187,3276,0
8,matrix_edge_17_220000.csv,16,52×187,3276,0
8,matrix_edge_17_220000.csv,17,52×187,3276,0
8,matrix_edge_17_220000.csv,18,52×187,3276,0
8,matrix_edge_17_220000.csv,19,52×187,3276,0
8,matrix_edge_17_220000.csv,20,52×187,3276,0
8,matrix_edge_17_220000.csv,21,52×187,3276,0
8,matrix_edge_17_220000.csv,22,52×187,3276,0
8,matrix_edge_17_220000.csv,23,52×187,3276,0
8,matrix_edge_17_220000.csv,24,52×187,3276,0
8,matrix_edge_17_220000.csv,25,52×187,3276,0
8,matrix_edge_206_130000.csv,5,364×182,21046,350
8,matrix_edge_206_130000.csv,6,364×182,21046,479
8,matrix_edge_206_130000.csv,7,364×182,21046,156
8,matrix_edge_206_130000.csv,8,364×182,21046,225
8,matrix_edge_206_130000.csv,9,364×182,21046,286
8,matrix_edge_206_130000.csv,10,364×182,21046,116
8,matrix_edge_206_130000.csv,11,364×182,21046,164
8,matrix_edge_206_130000.csv,12,364×182,21046,203
8,matrix_edge_206_130000.csv,13,364×182,21046,258
8,matrix_edge_206_130000.csv,14,364×182,21046,149
8,matrix_edge_206_130000.csv,15,364×182,21046,188
8,matrix_edge_206_130000.csv,16,364×182,21046,220
8,matrix_edge_206_130000.csv,17,364×182,21046,144
8,matrix_edge_206_130000.csv,18,364×182,21046,177
8,matrix_edge_206_130000.csv,19,364×182,21046,251
8,matrix_edge_206_130000.csv,20,364×182,21046,189
8,matrix_edge_206_130000.csv,21,364×182,21046,225
8,matrix_edge_206_130000.csv,22,364×182,21046,274
8,matrix_edge_206_130000.csv,23,364×182,21046,343
8,matrix_edge_206_130000.csv,24,364×182,21046,288
8,matrix_edge_206_130000.csv,25,364×182,21046,313
8,matrix_edge_27_550000.csv,5,253×361,30892,549
8,matrix_edge_27_550000.csv,6,253×361,30892,756
8,matrix_edge_27_550000.csv,7,253×361,30892,240
8,matrix_edge_27_550000.csv,8,253×361,30892,352
8,matrix_edge_27_550000.csv,9,253×361,30892,460
8,matrix_edge_27_550000.csv,10,253×361,30892,211
8,matrix_edge_27_550000.csv,11,253×361,30892,268
8,matrix_edge_27_550000.csv,12,253×361,30892,364
8,matrix_edge_27_550000.csv,13,253×361,30892,470
8,matrix_edge_27_550000.csv,14,253×361,30892,288
8,matrix_edge_27_550000.csv,15,253×361,30892,352
8,matrix_edge_27_550000.csv,16,253×361,30892,451
8,matrix_edge_27_550000.csv,17,253×361,30892,322
8,matrix_edge_27_550000.csv,18,253×361,30892,437
8,matrix_edge_27_550000.csv,19,253×361,30892,578
8,matrix_edge_27_550000.csv,20,253×361,30892,470
8,matrix_edge_27_550000.csv,21,253×361,30892,644
8,matrix_edge_27_550000.csv,22,253×361,30892,778
8,matrix_edge_27_550000.csv,23,253×361,30892,928
8,matrix_edge_27_550000.csv,24,253×361,30892,835
8,matrix_edge_27_550000.csv,25,253×361,30892,1004
8,matrix_edge_241_110000.csv,5,361×153,17764,261
8,matrix_edge_241_110000.csv,6,361×153,17764,367
8,matrix_edge_241_110000.csv,7,361×153,17764,77
8,matrix_edge_241_110000.csv,8,361×153,17764,120
8,matrix_edge_241_110000.csv,9,361×153,17764,173
8,matrix_edge_241_110000.csv,10,361×153,17764,67
8,matrix_edge_241_110000.csv,11,361×153,17764,87
8,matrix_edge_241_110000.csv,12,361×153,17764,112
8,matrix_edge_241_110000.csv,13,361×153,17764,137
8,matrix_edge_241_110000.csv,14,361×153,17764,85
8,matrix_edge_241_110000.csv,15,361×153,17764,101
8,matrix_edge_241_110000.csv,16,361×153,17764,110
8,matrix_edge_241_110000.csv,17,361×153,17764,76
8,matrix_edge_241_110000.csv,18,361×153,17764,90
8,matrix_edge_241_110000.csv,19,361×153,17764,104
8,matrix_edge_241_110000.csv,20,361×153,17764,82
8,matrix_edge_241_110000.csv,21,361×153,17764,95
8,matrix_edge_241_110000.csv,22,361×153,17764,111
8,matrix_edge_241_110000.csv,23,361×153,17764,118
8,matrix_edge_241_110000.csv,24,361×153,17764,104
8,matrix_edge_241_110000.csv,25,361×153,17764,111
8,matrix_edge_118_145000.csv,5,362×234,28133,639
8,matrix_edge_118_145000.csv,6,362×234,28133,833
8,matrix_edge_118_145000.csv,7,362×234,28133,294
8,matrix_edge_118_145000.csv,8,362×234,28133,433
8,matrix_edge_118_145000.csv,9,362×234,28133,553
8,matrix_edge_118_145000.csv,10,362×234,28133,314
8,matrix_edge_118_145000.csv,11,362×234,28133,405
8,matrix_edge_118_145000.csv,12,362×234,28133,473
8,matrix_edge_118_145000.csv,13,362×234,28133,564
8,matrix_edge_118_145000.csv,14,362×234,28133,382
8,matrix_edge_118_145000.csv,15,362×234,28133,436
8,matrix_edge_118_145000.csv,16,362×234,28133,496
8,matrix_edge_118_145000.csv,17,362×234,28133,359
8,matrix_edge_118_145000.csv,18,362×234,28133,427
8,matrix_edge_118_145000.csv,19,362×234,28133,502
8,matrix_edge_118_145000.csv,20,362×234,28133,372
8,matrix_edge_118_145000.csv,21,362×234,28133,474
8,matrix_edge_118_145000.csv,22,362×234,28133,570
8,matrix_edge_118_145000.csv,23,362×234,28133,675
8,matrix_edge_118_145000.csv,24,362×234,28133,561
8,matrix_edge_118_145000.csv,25,362×234,28133,724
8,matrix_edge_364_145000.csv,5,311×415,44345,1642
8,matrix_edge_364_145000.csv,6,311×415,44345,2237
8,matrix_edge_364_145000.csv,7,311×415,44345,1038
8,matrix_edge_364_145000.csv,8,311×415,44345,1408
8,matrix_edge_364_145000.csv,9,311×415,44345,1822
8,matrix_edge_364_145000.csv,10,311×415,44345,1061
8,matrix_edge_364_145000.csv,11,311×415,44345,1346
8,matrix_edge_364_145000.csv,12,311×415,44345,1589
8,matrix_edge_364_145000.csv,13,311×415,44345,1850
8,matrix_edge_364_145000.csv,14,311×415,44345,1300
8,matrix_edge_364_145000.csv,15,311×415,44345,1561
8,matrix_edge_364_145000.csv,16,311×415,44345,1836
8,matrix_edge_364_145000.csv,17,311×415,44345,1410
8,matrix_edge_364_145000.csv,18,311×415,44345,1614
8,matrix_edge_364_145000.csv,19,311×415,44345,2015
8,matrix_edge_364_145000.csv,20,311×415,44345,1657
8,matrix_edge_364_145000.csv,21,311×415,44345,1957
8,matrix_edge_364_145000.csv,22,311×415,44345,2308
8,matrix_edge_364_145000.csv,23,311×415,44345,2645
8,matrix_edge_364_145000.csv,24,311×415,44345,2328
8,matrix_edge_364_145000.csv,25,311×415,44345,2734
3,matrix_ctg0_80000.csv,5,61×33,246,9
3,matrix_ctg0_80000.csv,6,61×33,246,17
3,matrix_ctg0_80000.csv,7,61×33,246,17
3,matrix_ctg0_80000.csv,8,61×33,246,17
3,matrix_ctg0_80000.csv,9,61×33,246,17
3,matrix_ctg0_80000.csv,10,61×33,246,16
3,matrix_ctg0_80000.csv,11,61×33,246,16
3,matrix_ctg0_80000.csv,12,61×33,246,16
3,matrix_ctg0_80000.csv,13,61×33,246,16
3,matrix_ctg0_80000.csv,14,61×33,246,16
3,matrix_ctg0_80000.csv,15,61×33,246,16
3,matrix_ctg0_80000.csv,16,61×33,246,16
3,matrix_ctg0_80000.csv,17,61×33,246,16
3,matrix_ctg0_80000.csv,18,61×33,246,16
3,matrix_ctg0_80000.csv,19,61×33,246,20
3,matrix_ctg0_80000.csv,20,61×33,246,20
3,matrix_ctg0_80000.csv,21,61×33,246,37
3,matrix_ctg0_80000.csv,22,61×33,246,46
3,matrix_ctg0_80000.csv,23,61×33,246,59
3,matrix_ctg0_80000.csv,24,61×33,246,59
3,matrix_ctg0_80000.csv,25,61×33,246,70
3,matrix_ctg0_30000.csv,5,66×28,190,0
3,matrix_ctg0_30000.csv,6,66×28,190,7
3,matrix_ctg0_30000.csv,7,66×28,190,7
3,matrix_ctg0_30000.csv,8,66×28,190,55
3,matrix_ctg0_30000.csv,9,66×28,190,55
3,matrix_ctg0_30000.csv,10,66×28,190,55
3,matrix_ctg0_30000.csv,11,66×28,190,55
3,matrix_ctg0_30000.csv,12,66×28,190,55
3,matrix_ctg0_30000.csv,13,66×28,190,63
3,matrix_ctg0_30000.csv,14,66×28,190,56
3,matrix_ctg0_30000.csv,15,66×28,190,63
3,matrix_ctg0_30000.csv,16,66×28,190,63
3,matrix_ctg0_30000.csv,17,66×28,190,15
3,matrix_ctg0_30000.csv,18,66×28,190,15
3,matrix_ctg0_30000.csv,19,66×28,190,15
3,matrix_ctg0_30000.csv,20,66×28,190,15
3,matrix_ctg0_30000.csv,21,66×28,190,15
3,matrix_ctg0_30000.csv,22,66×28,190,15
3,matrix_ctg0_30000.csv,23,66×28,190,15
3,matrix_ctg0_30000.csv,24,66×28,190,15
3,matrix_ctg0_30000.csv,25,66×28,190,15
3,matrix_ctg0_65000.csv,5,80×44,429,17
3,matrix_ctg0_65000.csv,6,80×44,429,17
3,matrix_ctg0_65000.csv,7,80×44,429,17
3,matrix_ctg0_65000.csv,8,80×44,429,17
3,matrix_ctg0_65000.csv,9,80×44,429,17
3,matrix_ctg0_65000.csv,10,80×44,429,17
3,matrix_ctg0_65000.csv,11,80×44,429,17
3,matrix_ctg0_65000.csv,12,80×44,429,17
3,matrix_ctg0_65000.csv,13,80×44,429,17
3,matrix_ctg0_65000.csv,14,80×44,429,17
3,matrix_ctg0_65000.csv,15,80×44,429,17
3,matrix_ctg0_65000.csv,16,80×44,429,17
3,matrix_ctg0_65000.csv,17,80×44,429,17
3,matrix_ctg0_65000.csv,18,80×44,429,17
3,matrix_ctg0_65000.csv,19,80×44,429,17
3,matrix_ctg0_65000.csv,20,80×44,429,17
3,matrix_ctg0_65000.csv,21,80×44,429,31
3,matrix_ctg0_65000.csv,22,80×44,429,37
3,matrix_ctg0_65000.csv,23,80×44,429,42
3,matrix_ctg0_65000.csv,24,80×44,429,42
3,matrix_ctg0_65000.csv,25,80×44,429,49
3,matrix_ctg0_55000.csv,5,42×29,92,10
3,matrix_ctg0_55000.csv,6,42×29,92,10
3,matrix_ctg0_55000.csv,7,42×29,92,5
3,matrix_ctg0_55000.csv,8,42×29,92,6
3,matrix_ctg0_55000.csv,9,42×29,92,6
3,matrix_ctg0_55000.csv,10,42×29,92,6
3,matrix_ctg0_55000.csv,11,42×29,92,6
3,matrix_ctg0_55000.csv,12,42×29,92,6
3,matrix_ctg0_55000.csv,13,42×29,92,6
3,matrix_ctg0_55000.csv,14,42×29,92,6
3,matrix_ctg0_55000.csv,15,42×29,92,6
3,matrix_ctg0_55000.csv,16,42×29,92,6
3,matrix_ctg0_55000.csv,17,42×29,92,6
3,matrix_ctg0_55000.csv,18,42×29,92,6
3,matrix_ctg0_55000.csv,19,42×29,92,6
3,matrix_ctg0_55000.csv,20,42×29,92,6
3,matrix_ctg0_55000.csv,21,42×29,92,6
3,matrix_ctg0_55000.csv,22,42×29,92,6
3,matrix_ctg0_55000.csv,23,42×29,92,6
3,matrix_ctg0_55000.csv,24,42×29,92,6
3,matrix_ctg0_55000.csv,25,42×29,92,6
3,matrix_ctg0_10000.csv,5,82×25,276,16
3,matrix_ctg0_10000.csv,6,82×25,276,16
3,matrix_ctg0_10000.csv,7,82×25,276,15
3,matrix_ctg0_10000.csv,8,82×25,276,15
3,matrix_ctg0_10000.csv,9,82×25,276,15
3,matrix_ctg0_10000.csv,10,82×25,276,15
3,matrix_ctg0_10000.csv,11,82×25,276,15
3,matrix_ctg0_10000.csv,12,82×25,276,15
3,matrix_ctg0_10000.csv,13,82×25,276,15
3,matrix_ctg0_10000.csv,14,82×25,276,15
3,matrix_ctg0_10000.csv,15,82×25,276,15
3,matrix_ctg0_10000.csv,16,82×25,276,15
3,matrix_ctg0_10000.csv,17,82×25,276,15
3,matrix_ctg0_10000.csv,18,82×25,276,16
3,matrix_ctg0_10000.csv,19,82×25,276,28
3,matrix_ctg0_10000.csv,20,82×25,276,23
3,matrix_ctg0_10000.csv,21,82×25,276,24
3,matrix_ctg0_10000.csv,22,82×25,276,30
3,matrix_ctg0_10000.csv,23,82×25,276,67
3,matrix_ctg0_10000.csv,24,82×25,276,67
3,matrix_ctg0_10000.csv,25,82×25,276,82
3,matrix_ctg0_75000.csv,5,61×46,481,24
3,matrix_ctg0_75000.csv,6,61×46,481,26
3,matrix_ctg0_75000.csv,7,61×46,481,21
3,matrix_ctg0_75000.csv,8,61×46,481,37
3,matrix_ctg0_75000.csv,9,61×46,481,38
3,matrix_ctg0_75000.csv,10,61×46,481,19
3,matrix_ctg0_75000.csv,11,61×46,481,19
3,matrix_ctg0_75000.csv,12,61×46,481,21
3,matrix_ctg0_75000.csv,13,61×46,481,30
3,matrix_ctg0_75000.csv,14,61×46,481,30
3,matrix_ctg0_75000.csv,15,61×46,481,30
3,matrix_ctg0_75000.csv,16,61×46,481,36
3,matrix_ctg0_75000.csv,17,61×46,481,16
3,matrix_ctg0_75000.csv,18,61×46,481,21
3,matrix_ctg0_75000.csv,19,61×46,481,58
3,matrix_ctg0_75000.csv,20,61×46,481,58
3,matrix_ctg0_75000.csv,21,61×46,481,71
3,matrix_ctg0_75000.csv,22,61×46,481,96
3,matrix_ctg0_75000.csv,23,61×46,481,120
3,matrix_ctg0_75000.csv,24,61×46,481,120
3,matrix_ctg0_75000.csv,25,61×46,481,145
3,matrix_ctg0_35000.csv,5,55×26,145,2
3,matrix_ctg0_35000.csv,6,55×26,145,7
3,matrix_ctg0_35000.csv,7,55×26,145,7
3,matrix_ctg0_35000.csv,8,55×26,145,7
3,matrix_ctg0_35000.csv,9,55×26,145,7
3,matrix_ctg0_35000.csv,10,55×26,145,5
3,matrix_ctg0_35000.csv,11,55×26,145,5
3,matrix_ctg0_35000.csv,12,55×26,145,5
3,matrix_ctg0_35000.csv,13,55×26,145,5
3,matrix_ctg0_35000.csv,14,55×26,145,0
3,matrix_ctg0_35000.csv,15,55×26,145,0
3,matrix_ctg0_35000.csv,16,55×26,145,0
3,matrix_ctg0_35000.csv,17,55×26,145,0
3,matrix_ctg0_35000.csv,18,55×26,145,0
3,matrix_ctg0_35000.csv,19,55×26,145,0
3,matrix_ctg0_35000.csv,20,55×26,145,0
3,matrix_ctg0_35000.csv,21,55×26,145,0
3,matrix_ctg0_35000.csv,22,55×26,145,0
3,matrix_ctg0_35000.csv,23,55×26,145,0
3,matrix_ctg0_35000.csv,24,55×26,145,0
3,matrix_ctg0_35000.csv,25,55×26,145,0
3,matrix_ctg0_15000.csv,5,66×32,284,0
3,matrix_ctg0_15000.csv,6,66×32,284,0
3,matrix_ctg0_15000.csv,7,66×32,284,0
3,matrix_ctg0_15000.csv,8,66×32,284,0
3,matrix_ctg0_15000.csv,9,66×32,284,0
3,matrix_ctg0_15000.csv,10,66×32,284,0
3,matrix_ctg0_15000.csv,11,66×32,284,0
3,matrix_ctg0_15000.csv,12,66×32,284,0
3,matrix_ctg0_15000.csv,13,66×32,284,0
3,matrix_ctg0_15000.csv,14,66×32,284,0
3,matrix_ctg0_15000.csv,15,66×32,284,0
3,matrix_ctg0_15000.csv,16,66×32,284,0
3,matrix_ctg0_15000.csv,17,66×32,284,0
3,matrix_ctg0_15000.csv,18,66×32,284,0
3,matrix_ctg0_15000.csv,19,66×32,284,0
3,matrix_ctg0_15000.csv,20,66×32,284,0
3,matrix_ctg0_15000.csv,21,66×32,284,0
3,matrix_ctg0_15000.csv,22,66×32,284,0
3,matrix_ctg0_15000.csv,23,66×32,284,9
3,matrix_ctg0_15000.csv,24,66×32,284,9
3,matrix_ctg0_15000.csv,25,66×32,284,9
4,matrix_edge_48_210000.csv,5,186×148,9011,132
4,matrix_edge_48_210000.csv,6,186×148,9011,199
4,matrix_edge_48_210000.csv,7,186×148,9011,38
4,matrix_edge_48_210000.csv,8,186×148,9011,55
4,matrix_edge_48_210000.csv,9,186×148,9011,83
4,matrix_edge_48_210000.csv,10,186×148,9011,26
4,matrix_edge_48_210000.csv,11,186×148,9011,37
4,matrix_edge_48_210000.csv,12,186×148,9011,48
4,matrix_edge_48_210000.csv,13,186×148,9011,64
4,matrix_edge_48_210000.csv,14,186×148,9011,37
4,matrix_edge_48_210000.csv,15,186×148,9011,39
4,matrix_edge_48_210000.csv,16,186×148,9011,55
4,matrix_edge_48_210000.csv,17,186×148,9011,24
4,matrix_edge_48_210000.csv,18,186×148,9011,29
4,matrix_edge_48_210000.csv,19,186×148,9011,41
4,matrix_edge_48_210000.csv,20,186×148,9011,24
4,matrix_edge_48_210000.csv,21,186×148,9011,32
4,matrix_edge_48_210000.csv,22,186×148,9011,46
4,matrix_edge_48_210000.csv,23,186×148,9011,65
4,matrix_edge_48_210000.csv,24,186×148,9011,41
4,matrix_edge_48_210000.csv,25,186×148,9011,93
4,matrix_edge_167_20000.csv,5,107×166,5584,109
4,matrix_edge_167_20000.csv,6,107×166,5584,155
4,matrix_edge_167_20000.csv,7,107×166,5584,23
4,matrix_edge_167_20000.csv,8,107×166,5584,35
4,matrix_edge_167_20000.csv,9,107×166,5584,50
4,matrix_edge_167_20000.csv,10,107×166,5584,14
4,matrix_edge_167_20000.csv,11,107×166,5584,21
4,matrix_edge_167_20000.csv,12,107×166,5584,28
4,matrix_edge_167_20000.csv,13,107×166,5584,37
4,matrix_edge_167_20000.csv,14,107×166,5584,17
4,matrix_edge_167_20000.csv,15,107×166,5584,26
4,matrix_edge_167_20000.csv,16,107×166,5584,59
4,matrix_edge_167_20000.csv,17,107×166,5584,43
4,matrix_edge_167_20000.csv,18,107×166,5584,49
4,matrix_edge_167_20000.csv,19,107×166,5584,61
4,matrix_edge_167_20000.csv,20,107×166,5584,45
4,matrix_edge_167_20000.csv,21,107×166,5584,81
4,matrix_edge_167_20000.csv,22,107×166,5584,98
4,matrix_edge_167_20000.csv,23,107×166,5584,158
4,matrix_edge_167_20000.csv,24,107×166,5584,134
4,matrix_edge_167_20000.csv,25,107×166,5584,184
4,matrix_edge_147_60000.csv,5,148×195,9642,86
4,matrix_edge_147_60000.csv,6,148×195,9642,116
4,matrix_edge_147_60000.csv,7,148×195,9642,10
4,matrix_edge_147_60000.csv,8,148×195,9642,15
4,matrix_edge_147_60000.csv,9,148×195,9642,24
4,matrix_edge_147_60000.csv,10,148×195,9642,4
4,matrix_edge_147_60000.csv,11,148×195,9642,8
4,matrix_edge_147_60000.csv,12,148×195,9642,15
4,matrix_edge_147_60000.csv,13,148×195,9642,29
4,matrix_edge_147_60000.csv,14,148×195,9642,9
4,matrix_edge_147_60000.csv,15,148×195,9642,20
4,matrix_edge_147_60000.csv,16,148×195,9642,42
4,matrix_edge_147_60000.csv,17,148×195,9642,32
4,matrix_edge_147_60000.csv,18,148×195,9642,51
4,matrix_edge_147_60000.csv,19,148×195,9642,91
4,matrix_edge_147_60000.csv,20,148×195,9642,85
4,matrix_edge_147_60000.csv,21,148×195,9642,109
4,matrix_edge_147_60000.csv,22,148×195,9642,135
4,matrix_edge_147_60000.csv,23,148×195,9642,146
4,matrix_edge_147_60000.csv,24,148×195,9642,140
4,matrix_edge_147_60000.csv,25,148×195,9642,159
4,matrix_edge_31_280000.csv,5,45×339,4970,34
4,matrix_edge_31_280000.csv,6,45×339,4970,49
4,matrix_edge_31_280000.csv,7,45×339,4970,1
4,matrix_edge_31_280000.csv,8,45×339,4970,2
4,matrix_edge_31_280000.csv,9,45×339,4970,3
4,matrix_edge_31_280000.csv,10,45×339,4970,0
4,matrix_edge_31_280000.csv,11,45×339,4970,0
4,matrix_edge_31_280000.csv,12,45×339,4970,0
4,matrix_edge_31_280000.csv,13,45×339,4970,0
4,matrix_edge_31_280000.csv,14,45×339,4970,0
4,matrix_edge_31_280000.csv,15,45×339,4970,0
4,matrix_edge_31_280000.csv,16,45×339,4970,0
4,matrix_edge_31_280000.csv,17,45×339,4970,0
4,matrix_edge_31_280000.csv,18,45×339,4970,0
4,matrix_edge_31_280000.csv,19,45×339,4970,0
4,matrix_edge_31_280000.csv,20,45×339,4970,0
4,matrix_edge_31_280000.csv,21,45×339,4970,0
4,matrix_edge_31_280000.csv,22,45×339,4970,0
4,matrix_edge_31_280000.csv,23,45×339,4970,0
4,matrix_edge_31_280000.csv,24,45×339,4970,0
4,matrix_edge_31_280000.csv,25,45×339,4970,0
4,matrix_edge_41_165000.csv,5,182×122,7570,174
4,matrix_edge_41_165000.csv,6,182×122,7570,253
4,matrix_edge_41_165000.csv,7,182×122,7570,70
4,matrix_edge_41_165000.csv,8,182×122,7570,97
4,matrix_edge_41_165000.csv,9,182×122,7570,137
4,matrix_edge_41_165000.csv,10,182×122,7570,65
4,matrix_edge_41_165000.csv,11,182×122,7570,82
4,matrix_edge_41_165000.csv,12,182×122,7570,96
4,matrix_edge_41_165000.csv,13,182×122,7570,118
4,matrix_edge_41_165000.csv,14,182×122,7570,74
4,matrix_edge_41_165000.csv,15,182×122,7570,91
4,matrix_edge_41_165000.csv,16,182×122,7570,109
4,matrix_edge_41_165000.csv,17,182×122,7570,69
4,matrix_edge_41_165000.csv,18,182×122,7570,81
4,matrix_edge_41_165000.csv,19,182×122,7570,97
4,matrix_edge_41_165000.csv,20,182×122,7570,72
4,matrix_edge_41_165000.csv,21,182×122,7570,86
4,matrix_edge_41_165000.csv,22,182×122,7570,100
4,matrix_edge_41_165000.csv,23,182×122,7570,112
4,matrix_edge_41_165000.csv,24,182×122,7570,94
4,matrix_edge_41_165000.csv,25,182×122,7570,108
4,matrix_edge_84_35000.csv,5,158×221,11819,287
4,matrix_edge_84_35000.csv,6,158×221,11819,379
4,matrix_edge_84_35000.csv,7,158×221,11819,111
4,matrix_edge_84_35000.csv,8,158×221,11819,184
4,matrix_edge_84_35000.csv,9,158×221,11819,231
4,matrix_edge_84_35000.csv,10,158×221,11819,98
4,matrix_edge_84_35000.csv,11,158×221,11819,132
4,matrix_edge_84_35000.csv,12,158×221,11819,178
4,matrix_edge_84_35000.csv,13,158×221,11819,236
4,matrix_edge_84_35000.csv,14,158×221,11819,147
4,matrix_edge_84_35000.csv,15,158×221,11819,179
4,matrix_edge_84_35000.csv,16,158×221,11819,225
4,matrix_edge_84_35000.csv,17,158×221,11819,180
4,matrix_edge_84_35000.csv,18,158×221,11819,208
4,matrix_edge_84_35000.csv,19,158×221,11819,254
4,matrix_edge_84_35000.csv,20,158×221,11819,192
4,matrix_edge_84_35000.csv,21,158×221,11819,241
4,matrix_edge_84_35000.csv,22,158×221,11819,318
4,matrix_edge_84_35000.csv,23,158×221,11819,364
4,matrix_edge_84_35000.csv,24,158×221,11819,316
4,matrix_edge_84_35000.csv,25,158×221,11819,363
4,matrix_edge_155_145000.csv,5,56×193,3128,28
4,matrix_edge_155_145000.csv,6,56×193,3128,43
4,matrix_edge_155_145000.csv,7,56×193,3128,0
4,matrix_edge_155_145000.csv,8,56×193,3128,1
4,matrix_edge_155_145000.csv,9,56×193,3128,5
4,matrix_edge_155_145000.csv,10,56×193,3128,1
4,matrix_edge_155_145000.csv,11,56×193,3128,43
4,matrix_edge_155_145000.csv,12,56×193,3128,64
4,matrix_edge_155_145000.csv,13,56×193,3128,108
4,matrix_edge_155_145000.csv,14,56×193,3128,106
4,matrix_edge_155_145000.csv,15,56×193,3128,160
4,matrix_edge_155_145000.csv,16,56×193,3128,212
4,matrix_edge_155_145000.csv,17,56×193,3128,211
4,matrix_edge_155_145000.csv,18,56×193,3128,252
4,matrix_edge_155_145000.csv,19,56×193,3128,274
4,matrix_edge_155_145000.csv,20,56×193,3128,273
4,matrix_edge_155_145000.csv,21,56×193,3128,278
4,matrix_edge_155_145000.csv,22,56×193,3128,281
4,matrix_edge_155_145000.csv,23,56×193,3128,281
4,matrix_edge_155_145000.csv,24,56×193,3128,249
4,matrix_edge_155_145000.csv,25,56×193,3128,250
4,matrix_edge_227_5000.csv,5,194×197,12672,178
4,matrix_edge_227_5000.csv,6,194×197,12672,251
4,matrix_edge_227_5000.csv,7,194×197,12672,78
4,matrix_edge_227_5000.csv,8,194×197,12672,112
4,matrix_edge_227_5000.csv,9,194×197,12672,152
4,matrix_edge_227_5000.csv,10,194×197,12672,75
4,matrix_edge_227_5000.csv,11,194×197,12672,99
4,matrix_edge_227_5000.csv,12,194×197,12672,127
4,matrix_edge_227_5000.csv,13,194×197,12672,155
4,matrix_edge_227_5000.csv,14,194×197,12672,97
4,matrix_edge_227_5000.csv,15,194×197,12672,117
4,matrix_edge_227_5000.csv,16,194×197,12672,143
4,matrix_edge_227_5000.csv,17,194×197,12672,103
4,matrix_edge_227_5000.csv,18,194×197,12672,120
4,matrix_edge_227_5000.csv,19,194×197,12672,138
4,matrix_edge_227_5000.csv,20,194×197,12672,108
4,matrix_edge_227_5000.csv,21,194×197,12672,126
4,matrix_edge_227_5000.csv,22,194×197,12672,148
4,matrix_edge_227_5000.csv,23,194×197,12672,163
4,matrix_edge_227_5000.csv,24,194×197,12672,140
4,matrix_edge_227_5000.csv,25,194×197,12672,161
4,matrix_edge_131_10000.csv,5,46×300,4394,34
4,matrix_edge_131_10000.csv,6,46×300,4394,42
4,matrix_edge_131_10000.csv,7,46×300,4394,0
4,matrix_edge_131_10000.csv,8,46×300,4394,0
4,matrix_edge_131_10000.csv,9,46×300,4394,1
4,matrix_edge_131_10000.csv,10,46×300,4394,0
4,matrix_edge_131_10000.csv,11,46×300,4394,0
4,matrix_edge_131_10000.csv,12,46×300,4394,0
